MiBig	Biosin_class	Gen	Adenilation	Condencetion
BGC0000425	['NRP']	AFH75322.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['2,3-Dehydro-2-aminobutyric acid']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['D-allothreonine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Isoleucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Homoserine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['2,4-Diaminobutyric acid']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Lysine']}]	NaN
BGC0000976	['NRP', 'Polyketide']	AEE88284.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Cysteine']}]	NaN
BGC0001058	['NRP', 'Polyketide', 'Saccharide']	ACG60782.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['Asparigine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Histidine']}]	NaN
BGC0001058	['NRP', 'Polyketide', 'Saccharide']	ACG60773.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['Homoserine']}]	NaN
BGC0001058	['NRP', 'Polyketide', 'Saccharide']	ACG60777.1	NaN	['LCL']
BGC0001058	['NRP', 'Polyketide', 'Saccharide']	ACG60776.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Serine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['Asparigine']}]	NaN
BGC0001058	['NRP', 'Polyketide', 'Saccharide']	ACG60775.1	NaN	['DCL']
BGC0001058	['NRP', 'Polyketide', 'Saccharide']	ACG60772.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Cysteine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Cysteine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['Beta-alanine']}]	NaN
BGC0001058	['NRP', 'Polyketide', 'Saccharide']	ACG60770.1	NaN	['LCL']
BGC0001058	['NRP', 'Polyketide', 'Saccharide']	ACG60783.1	NaN	['LCL']
BGC0001058	['NRP', 'Polyketide', 'Saccharide']	ACG60752.1	NaN	['LCL']
BGC0001058	['NRP', 'Polyketide', 'Saccharide']	ACG60778.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Valine']}]	NaN
BGC0000433	['NRP']	YP001419995	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamate']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}]	NaN
BGC0000433	['NRP']	YP001419996	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Valine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Aspartate']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}]	NaN
BGC0000433	['NRP']	YP001419998	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}]	NaN
BGC0001330	['NRP', 'Polyketide']	WP_047890612.1	NaN	NaN
BGC0001330	['NRP', 'Polyketide']	WP_053065269.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}]	NaN
BGC0001330	['NRP', 'Polyketide']	WP_053065270.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}]	['LCL']
BGC0000464	['NRP']	XDD1_2281	NaN	['Unknown']
BGC0000464	['NRP']	XDD1_2282	NaN	['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']
BGC0000464	['NRP']	XDD1_2283	NaN	['Unknown', 'Unknown']
BGC0000464	['NRP']	XDD1_2287	NaN	['Unknown', 'Unknown', 'Unknown', 'Unknown']
BGC0001019	['NRP', 'Polyketide']	mscA	NaN	NaN
BGC0001019	['NRP', 'Polyketide']	mscF	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Asparagine']}]	NaN
BGC0001019	['NRP', 'Polyketide']	mscH	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tryptophan']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}]	NaN
BGC0001019	['NRP', 'Polyketide']	mscI	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}]	NaN
BGC0001449	['NRP', 'Polyketide', 'Alkaloid']	AEO57481.1	[{'epimerized': False, 'evidence': ['Feeding study'], 'nonproteinogenic': ['3-Methylproline']}]	NaN
BGC0001432	['NRP', 'Polyketide']	APZ78855.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Threonine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}]	NaN
BGC0001432	['NRP', 'Polyketide']	APZ78856.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamine']}]	['LCL']
BGC0000389	['NRP']	ABH06367	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamate']}]	NaN
BGC0000389	['NRP']	ABH06368	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Threonine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Isoleucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}]	NaN
BGC0000389	['NRP']	ABH06369	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Isoleucine']}]	NaN
BGC0001035	['Other', 'Polyketide', 'NRP']	EPE34341.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['4,5-dihydroxyornithine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Threonine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['4-Hydroxyproline']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['3,4-hydroxyhomotyrosine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['3-hydroxyglutamine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['3-hydroxy-4-methylproline']}]	['Starter']
BGC0001873	['NRP']	WP_051462298.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Serine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Proline']}]	NaN
BGC0001023	['NRP', 'Polyketide']	CAG29031.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Threonine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}]	NaN
BGC0001023	['NRP', 'Polyketide']	CAG29032.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamine']}]	['LCL']
BGC0001166	['NRP']	AGQ43600.1	[{'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Proline']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['D-Alanine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['2-amino-9,10-epoxi-8-oxodecanoic acid']}]	NaN
BGC0001424	['NRP', 'Polyketide']	no_accession	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Threonine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Proline']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamine']}]	NaN
BGC0001131	['NRP']	-	[{'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Phenylalanine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': True, 'proteinogenic': ['Phenylalanine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Lysine']}]	NaN
BGC0001003	['NRP', 'Polyketide', 'Saccharide']	ABB05101.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamate']}]	NaN
BGC0001111	['NRP', 'Polyketide']	CCA89326.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}]	NaN
BGC0001111	['NRP', 'Polyketide']	CCA89328.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}]	NaN
BGC0000350	['NRP']	ADQ55476.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['3-hydroxy-4-O-methyl-5-methyl-tyrosine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['3-hydroxy-4-O-methyl-5-methyl-tyrosine']}]	NaN
BGC0000350	['NRP']	ADQ55474.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['Glycolic acid']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Alanine']}]	NaN
BGC0001054	['NRP', 'Polyketide']	XNC1_1711	NaN	['Unknown', 'Unknown']
BGC0001054	['NRP', 'Polyketide']	XNC1_1701	NaN	['Unknown']
BGC0000429	['NRP', 'Polyketide']	AEA30272.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Threonine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Beta-methoxyaspartate']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}]	NaN
BGC0000429	['NRP', 'Polyketide']	AEA30273.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Phenylalanine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Proline']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tyrosine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['D-tryptophan']}]	NaN
BGC0000429	['NRP', 'Polyketide']	AEA30274.1	[{'epimerized': True, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['D-leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['D-leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}]	NaN
BGC0000346	['NRP', 'Polyketide']	AHB38497.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Isoleucine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Isoleucine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Threonine']}, {'epimerized': False, 'proteinogenic': ['Leucine']}]	NaN
BGC0000983	['NRP', 'Polyketide']	EAW09117.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Phenylalanine']}]	NaN
BGC0001445	['NRP', 'Polyketide']	EED49862.1	NaN	['LCL']
BGC0001469	['NRP']	RAT94091.1	[{'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Isoleucine']}]	NaN
BGC0001469	['NRP']	RAT94090.1	[{'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Serine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Cysteine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Cysteine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Cysteine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Cysteine']}]	NaN
BGC0000297	['NRP', 'Polyketide', 'Saccharide']	CAM59601.1	NaN	NaN
BGC0000297	['NRP', 'Polyketide', 'Saccharide']	CAJ21198.2	[{'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Leucine']}]	NaN
BGC0000297	['NRP', 'Polyketide', 'Saccharide']	CAM59606.1	[{'aa_subcluster': ['CAJ21199.2', 'CAM59603.1', 'CAM59604.1', 'CAM59605.1'], 'epimerized': False, 'nonproteinogenic': ['2-carboxy-6-hydroxy-octahydroindole']}]	NaN
BGC0001185	['NRP']	ABS75234.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['dhb']}]	NaN
BGC0001185	['NRP']	ABS75232.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glycine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Threonine']}]	NaN
BGC0001428	['NRP', 'Polyketide']	APZ78808.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Threonine']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Alanine']}]	NaN
BGC0001428	['NRP', 'Polyketide']	APZ78809.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Proline']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glutamine']}]	NaN
BGC0000393	['NRP', 'Polyketide']	MXAN_3779	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['bOH-Val']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Valine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tyrosine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['bLys']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}]	['Unknown', 'LCL']
BGC0000405	['NRP']	ABR12615.1	[{'epimerized': False, 'evidence': ['Activity assay'], 'nonproteinogenic': ['2-Amino-adipic-acid']}, {'epimerized': False, 'evidence': ['Activity assay'], 'proteinogenic': ['Cysteine']}, {'epimerized': True, 'evidence': ['Activity assay'], 'proteinogenic': ['Valine']}]	NaN
